model,family,params_b,benchmark,strategy,seed,correct,numeric_present,rel_error,elapsed_sec,in_tokens,out_tokens,output
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.972,42,16,"Sentiment: **negative** 

The sentence ""it's like watching a"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,729.935,54,16,"Sentiment: **positive** 

**Explanation:**

The sentence is praising the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.053,39,16,"Sentiment: **negative** 

The sentence expresses a clear negative sentiment by using"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.092,55,16,"Sentiment: **Negative** 

The sentence expresses a negative sentiment by using phrases"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.957,56,16,"Sentiment: **Mixed** 

Here's why:

* **Negative"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.951,49,16,"Sentiment: **negative** 

The sentence expresses a negative sentiment by using phrases"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.982,47,16,"Sentiment: **negative** 

The sentence expresses a sense of disappointment and lack"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.122,69,16,"Sentiment: **Negative** 

The sentence expresses a critical view of the film"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,990.768,65,16,"Sentiment: **Negative** 

**Explanation:**

The sentence describes a scene"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.996,50,16,"Sentiment: **Negative** 

The sentence expresses a clear dislike for the subject"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.996,52,16,"Sentiment: **Negative** 

The sentence expresses a critical and negative sentiment towards"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.984,41,16,"Sentiment: **positive** 

The sentence expresses positive qualities about the film ("""
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.979,59,16,"Sentiment: **Positive** 

The sentence expresses a generally positive sentiment, even"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,954.749,46,7,"Sentiment: **positive** 
"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.987,62,16,"Sentiment: **Negative** 

The sentence expresses a critical and somewhat sarcastic view"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.93,54,16,"Sentiment: **negative** 

The sentence expresses a negative sentiment by:

"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.982,50,16,"Sentiment: **negative** 

The sentence uses strong negative language (""gaudy"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.133,68,16,"Sentiment: **Negative** 

**Explanation:**

The sentence expresses a critical"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,45.912,64,16,"Sentiment: **positive** 

The sentence expresses strong positive sentiments:

*"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.14,71,16,"Sentiment: **positive** 

**Explanation:**

The sentence expresses a positive"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.956,47,16,"Sentiment: **Negative** 

**Explanation:**

The sentence implies a negative"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.924,54,16,"Sentiment: **positive** 

The sentence expresses positive feelings about the movie'"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.761,35,7,"Sentiment: **negative** 
"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.008,67,16,"Sentiment: **Negative** 

**Explanation:**

The sentence implies that a"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.939,60,16,"Sentiment: **Positive** 

**Explanation:**

The sentence expresses a positive"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.95,64,16,"Sentiment: **positive** 

**Explanation:**

The sentence expresses admiration and"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1007.89,78,16,"Sentiment: **Negative** 

The sentence expresses a negative sentiment by comparing Kung"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.963,50,16,"Sentiment: **negative** 

**Explanation:**

The sentence expresses a critical"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.939,51,16,"Sentiment: **positive** 

The sentence uses overwhelmingly positive adjectives like ""deli"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.963,64,16,"Sentiment: **Negative** 

**Explanation:**

While the sentence acknowledges a"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.972,63,16,"Sentiment: **Negative** 

The sentence expresses a critical and somewhat negative sentiment"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,906.842,58,16,"Sentiment: **Positive** 

**Explanation:**

The sentence expresses a sense"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.216,66,16,"Sentiment: **Positive** 

**Explanation:**

The sentence expresses a sense"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.006,59,16,"Sentiment: **positive** 

The sentence expresses a sense of joy, nostalgia"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.955,51,16,"Sentiment: **positive** 

The sentence is clearly expressing a positive sentiment,"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.956,43,16,"Sentiment: **negative** 

The sentence expresses a negative sentiment by stating that"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,937.831,62,16,"Sentiment: **positive** 

The sentence expresses positive sentiments about the novella,"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.175,56,16,"Sentiment: **Negative** 

The sentence expresses a strongly negative sentiment towards independent"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.987,49,16,"Sentiment: **negative** 

The sentence expresses a sense of disappointment or lack"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.996,63,16,"Sentiment: **negative** 

The sentence expresses a strong negative sentiment.  "
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.953,47,16,"Sentiment: **Negative** 

The sentence uses negative language (""overemphatic"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,897.872,49,16,"Sentiment: **negative** 

**Explanation:**

The sentence expresses a sense"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.17,77,16,"Sentiment: **Negative** 

The sentence expresses a negative sentiment about Samira"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.958,49,16,"Sentiment: **Negative** 

The sentence expresses a negative sentiment by suggesting that"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.962,54,16,"Sentiment: **Negative** 

**Explanation:**

While the sentence acknowledges the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.981,40,16,"Sentiment: **negative** 

The sentence expresses a negative sentiment by using the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,0,,,897.914,48,16,"Sentiment: **positive** 

The sentence expresses a positive sentiment by comparing the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.966,43,16,"Sentiment: **positive** 

**Explanation:**

The sentence uses ""de"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.087,71,16,"Sentiment: **Negative** 

The sentence describes a potion with powers that are"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.958,46,16,"Sentiment: **negative** 

The sentence expresses a negative sentiment by highlighting the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,0,,,0.949,63,16,"Sentiment: **Neutral**

Here's why:

* **""Nothing"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,964.893,50,16,"Sentiment: **positive** 

**Explanation:**

The sentence expresses a strong"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,0,,,0.987,56,16,"Sentiment: **Negative** 

**Explanation:**

While the sentence acknowledges """
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.096,50,16,"Sentiment: **positive** 

The sentence expresses admiration and praise for Zhang'"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.952,48,16,"Sentiment: **Negative** 

**Explanation:**

The sentence expresses regret ("""
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.961,57,16,"Sentiment: **negative** 

The sentence expresses a clear negative sentiment about the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,0,,,990.97,65,16,"Sentiment: **Negative** 

The sentence expresses a critical and negative view of"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.236,56,16,"Sentiment: **Negative** 

**Explanation:**

While the sentence doesn'"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.069,55,16,"Sentiment: **Negative** 

**Explanation:**

The sentence expresses a critical"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.069,76,16,"Sentiment: **Negative** 

The sentence expresses a negative sentiment by describing the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.08,57,16,"Sentiment: **positive** 

The sentence expresses strong anticipation and excitement for the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,984.004,42,16,"Sentiment: **Negative** 

The sentence expresses dissatisfaction with the amount of money"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.0,63,16,"Sentiment: **positive** 

The sentence uses positive language (""breezy,"""
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.048,70,16,"Sentiment: **Negative** 

The sentence expresses disappointment with the movie, highlighting"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.798,54,7,"Sentiment: **negative** 
"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.919,56,16,"Sentiment: **Positive** 

**Explanation:**

The sentence describes the work"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,971.737,43,7,"Sentiment: **positive** 
"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.014,76,16,"Sentiment: **positive** 

The sentence expresses strong positive sentiments:

*"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.796,38,7,"Sentiment: **negative** 
"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.968,56,16,"Sentiment: **positive** 

The sentence expresses a positive sentiment by stating that"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.913,41,16,"Sentiment: **positive** 

**Explanation:**

The sentence uses strong,"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.942,44,16,"Sentiment: **negative** 

**Explanation:**

The sentence expresses a negative"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1032.879,64,16,"Sentiment: **positive** 

The sentence expresses a positive sentiment by highlighting the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.075,56,16,"Sentiment: **Negative** 

The sentence expresses strong disapproval of the movie,"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.961,41,16,"Sentiment: **positive** 

The sentence expresses a positive sentiment by using the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.942,58,16,"Sentiment: **Positive** 

**Explanation:**

The sentence describes a positive"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,0,,,0.981,49,16,"Sentiment: **Negative** 

**Explanation:**

The sentence uses strong,"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,933.808,38,16,"Sentiment: **negative** 

The sentence expresses a negative sentiment by stating that"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.004,51,16,"Sentiment: **positive** 

The sentence expresses strong positive feelings about the entertainment"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.955,37,16,"Sentiment: **negative** 

**Explanation:**

The sentence ""or emptying"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.017,39,16,"Sentiment: **positive** 

The sentence ""it's a beautiful madness"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.964,57,16,"Sentiment: **negative** 

The sentence expresses a negative sentiment towards young science"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1061.877,40,16,"Sentiment: **negative** 

The sentence expresses a positive sentiment (""good film"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.1,63,16,"Sentiment: **positive** 

**Explanation:**

The sentence expresses a positive"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.014,49,16,"Sentiment: **positive** 

**Explanation:**

The sentence describes a subject"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.842,41,7,"Sentiment: **positive** 
"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.915,49,16,"Sentiment: **negative** 

**Explanation:**

The sentence expresses a desire"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.911,51,16,"Sentiment: **positive** 

The sentence expresses strong positive feelings about the content"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,171.845,60,16,"Sentiment: **negative** 

The sentence describes the experience as ""uninten"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.971,53,16,"Sentiment: **Positive** 

**Explanation:**

While the sentence acknowledges some"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.961,50,16,"Sentiment: **positive** 

The sentence expresses a positive sentiment by highlighting the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,0,,,1.104,67,16,"Sentiment: **Negative** 

**Explanation:**

The sentence describes the images"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.92,53,16,"Sentiment: **negative** 

The sentence expresses disappointment with both the comedy and"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.933,54,16,"Sentiment: **negative** 

The sentence expresses a sense of disappointment and lack"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.108,72,16,"Sentiment: **Negative** 

The sentence expresses strong dislike for the film using"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,937.929,76,16,"Sentiment: **positive** 

The sentence is filled with positive language (""joy"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.385,57,16,"Sentiment: **Negative** 

**Explanation:**

The sentence expresses a negative"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.22,68,16,"Sentiment: **Negative** 

The sentence expresses a clear negative sentiment about the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.121,47,16,"Sentiment: **positive** 

The sentence expresses a positive sentiment by using words"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,973.924,42,16,"Sentiment: **positive** 

The sentence describes a ""healthy sense of satire"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.152,55,16,"Sentiment: **Negative** 

The sentence uses highly negative language (""deadening"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.12,54,16,"Sentiment: **positive** 

**Explanation:**

The sentence expresses a positive"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.065,40,16,"Sentiment: **negative** 

The sentence expresses a negative sentiment by stating that"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.086,40,16,"Sentiment: **Negative** 

The sentence expresses disgust and revulsion towards something"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,963.966,39,16,"Sentiment: **negative** 

The sentence ""it's a buggy drag"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.211,44,16,"Sentiment: **positive** 

The sentence expresses a positive sentiment about the character"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.985,58,16,"Sentiment: **Negative** 

The sentence expresses criticism and dissatisfaction with the script"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.023,65,16,"Sentiment: **Positive** 

**Explanation:**

While the sentence is complex"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.814,43,7,"Sentiment: **negative** 
"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,981.886,57,16,"Sentiment: **positive** 

**Explanation:**

The sentence expresses a sense"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.013,60,16,"Sentiment: **Positive** 

**Explanation:**

While the sentence acknowledges a"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.006,50,16,"Sentiment: **positive** 

**Explanation:**

The sentence expresses a sense"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.982,64,16,"Sentiment: **Positive** 

**Explanation:**

The sentence uses positive language"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.046,58,16,"Sentiment: **positive** 

**Explanation:**

The sentence expresses a positive"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,971.089,38,16,"Sentiment: **negative** 

The sentence expresses a strong negative sentiment towards the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.0,64,16,"Sentiment: **positive** 

**Explanation:**

The sentence expresses positive sentiment"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.09,53,16,"Sentiment: **Negative** 

The sentence expresses a negative sentiment by highlighting the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.068,48,16,"Sentiment: **positive** 

The sentence describes the performances as ""mesmer"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1048.121,69,16,"Sentiment: **positive** 

The sentence expresses positive sentiments about Audrey Taut"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.053,52,16,"Sentiment: **positive** 

The sentence expresses positive sentiments about the movie:"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.145,44,16,"Sentiment: **positive** 

The sentence expresses a positive sentiment by stating that"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,0,,,0.972,56,16,"Sentiment: **Negative** 

**Explanation:**

While the sentence expresses a"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.992,60,16,"Sentiment: **negative** 

The sentence expresses a negative sentiment by using phrases"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,695.69,73,16,"Sentiment: **Negative** 

The sentence expresses a clear negative sentiment, even"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,1.233,55,16,"Sentiment: **Negative** 

**Explanation:**

The sentence uses words like"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.526,46,16,"Sentiment: **negative** 

The sentence expresses a sense of disappointment or frustration"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.514,54,16,"Sentiment: **Negative** 

**Explanation:**

The sentence describes a situation"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.565,65,16,"Sentiment: **positive** 

The sentence expresses positive sentiments about the film,"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.535,78,16,"Sentiment: **Negative** 

The sentence expresses a strong negative sentiment towards the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.497,39,16,"Sentiment: **Negative** 

The sentence uses ""vulgar"" to describe"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.493,60,16,"Sentiment: **Positive** 

**Explanation:**

The sentence describes Morton'"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.544,69,16,"Sentiment: **Negative** 

**Explanation:**

The sentence expresses a sense"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.53,45,16,"Sentiment: **positive** 

The sentence uses highly positive language (""remarkably"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.502,52,16,"Sentiment: **Negative** 

**Explanation:**

The sentence expresses a sense"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.508,55,16,"Sentiment: **Negative** 

**Explanation:**

While the sentence expresses a"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.507,55,16,"Sentiment: **positive** 

The sentence expresses a positive sentiment by highlighting the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.506,52,16,"Sentiment: **negative** 

**Explanation:**

The sentence describes a situation"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.513,56,16,"Sentiment: **Negative** 

The sentence expresses a sense of disappointment and lack"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.475,50,16,"Sentiment: **positive** 

The sentence describes a film with positive themes like"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.518,53,16,"Sentiment: **negative** 

The sentence expresses a sense of dissatisfaction and longing"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.499,55,16,"Sentiment: **negative** 

The sentence expresses a sense of negativity and disappointment"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.474,42,16,"Sentiment: **positive** 

The sentence expresses a positive sentiment by using words"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.481,40,16,"Sentiment: **positive** 

The sentence describes a film with positive attributes ("""
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.508,53,16,"Sentiment: **positive** 

The sentence expresses a positive sentiment by highlighting the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.497,54,16,"Sentiment: **Positive** 

**Explanation:**

While the sentence acknowledges the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.35,37,7,"Sentiment: **negative** 
"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.526,69,16,"Sentiment: **negative** 

The sentence expresses a strong negative sentiment towards the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.472,55,16,"Sentiment: **negative** 

The sentence clearly expresses a negative sentiment about the"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.478,55,16,"Sentiment: **negative** 

**Explanation:**

The sentence expresses a negative"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.481,63,16,"Sentiment: **positive** 

The sentence is clearly positive, highlighting the enjoyable"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.473,46,16,"Sentiment: **positive** 

The sentence is praising the film ""Punch-"
gemma-2b,Gemma-2,2.0,sst2,zero_shot,42,1,,,0.479,60,16,"Sentiment: **Negative** 

Here's why:

* **"""
