model,family,params_b,benchmark,strategy,seed,correct,numeric_present,rel_error,elapsed_sec,in_tokens,out_tokens,output
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,88,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,67,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,74,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.099,55,2,Negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.103,86,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.104,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,87,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.159,99,16,"Positive. The sentence expresses a positive sentiment about Kung Power, highlighting its ability"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.127,71,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.152,72,16,Positive. The sentence describes a fun and engaging experience that is enjoyable for all levels
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,84,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.154,88,16,The sentiment of the sentence is negative. The sentence criticizes the speaker for being
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,85,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,79,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.145,64,16,"The sentiment of the sentence ""scores no points for originality, wit, or"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,83,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.101,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.127,86,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.153,69,16,"The sentiment of the sentence ""an overemphatic, would-be wacky"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.101,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.159,98,16,The sentiment of the sentence is negative. The author is criticizing the film for its
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.104,70,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.153,74,16,"Positive. The sentence expresses a positive sentiment, highlighting that the movie is watchable"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.097,60,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.103,68,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.093,64,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.156,92,16,The sentiment of the sentence is negative. The sentence describes the x potion as having
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.101,66,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,83,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,70,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,79,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.103,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.151,77,16,The sentiment of the sentence is negative. The sentence expresses disappointment and dissatisfaction with the
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,86,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,78,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.152,73,16,The sentiment of the sentence is negative. The sentence criticizes the director for not
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.153,95,16,The sentiment of the sentence is negative. The author is criticizing the novel for its
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.093,62,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,86,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.15,91,16,"Sentiment: negative

The sentence expresses a negative sentiment. The reviewer criticizes"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.13,74,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.1,66,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.16,98,16,Positive. The sentence highlights several positive aspects of the film: the improvement in special
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.093,58,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,75,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.098,61,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.096,64,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,82,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.101,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.094,59,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,78,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,68,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.095,59,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.106,71,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.093,58,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.097,59,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.103,78,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.094,60,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,85,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.098,61,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.101,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.105,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.103,82,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,73,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,73,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,87,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.127,73,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.127,76,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.104,94,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,96,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.101,88,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.105,67,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.094,62,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.1,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.097,60,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.096,60,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.095,59,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.094,65,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.104,79,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,85,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.094,63,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.104,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.105,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.104,68,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.104,86,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.096,58,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.104,84,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.111,73,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.108,70,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.107,95,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.153,73,16,"Positive. The sentence contains words like ""good car chases"", ""great fight"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.093,64,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.126,79,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.152,94,16,The sentiment of the sentence is negative. The sentence criticizes the movie for its
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,66,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,75,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,87,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.161,102,16,The sentiment of the sentence is negative. The author criticizes the film for its
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.093,60,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.154,88,16,"Sentiment: Negative

The sentence expresses a negative sentiment. The author is criticizing"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,66,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,72,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.104,73,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,75,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,74,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.104,75,2,Negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,70,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.101,75,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.126,74,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.095,61,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.092,60,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.153,74,16,"Positive. The sentence describes a movie that is described as ""breezy romantic"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.093,57,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.152,90,16,The sentiment of the sentence is negative. The author is criticizing the speaker for using
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.126,77,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.103,75,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,85,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.093,65,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.101,82,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,67,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,73,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,74,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.105,75,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.095,58,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.1,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.153,77,16,"Positive. The sentence expresses a positive sentiment by mentioning the film being a ""sort"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,85,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.092,57,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.104,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,89,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,78,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.101,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,89,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.098,62,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.104,78,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.094,58,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.092,58,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.154,72,16,"The sentiment of the sentence ""a misogynistic piece of filth that attempts to"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.153,87,16,Positive. The sentence describes a movie that is described as beautiful to behold and engaging
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.098,60,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.104,67,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.095,60,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,79,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.16,98,16,"Positive. The sentence describes something that is described as ""wild surreal"" and """
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.103,94,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,79,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.093,63,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.101,82,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.152,79,16,The sentiment of the sentence is negative. The sentence describes a negative aspect of the
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.1,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.1,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,87,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.112,86,4,Sentiment: negative
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.099,78,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,86,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.153,83,16,The sentiment of the sentence is negative. The sentence criticizes Mr. Burns for
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.093,60,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.159,98,16,The sentiment of the sentence is negative. The author is criticizing the movie for being
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.1,88,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.1,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.104,83,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.101,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.154,91,16,Positive. The sentence expresses admiration for the performance of Daniel Day-Levine and Martin
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.102,67,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.105,67,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,1,,,0.099,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.101,85,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,42,0,,,0.102,75,1,Positive
