model,family,params_b,benchmark,strategy,seed,correct,numeric_present,rel_error,elapsed_sec,in_tokens,out_tokens,output
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.146,88,16,The sentiment of the sentence is negative. The sentence criticizes Jane Goodall's
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,81,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,95,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.086,60,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.091,56,2,Negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.099,67,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,87,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,74,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,91,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,84,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.121,74,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.099,82,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.087,59,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.1,89,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,74,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.093,61,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.147,97,16,The sentiment of the sentence is negative. The sentence criticizes the film for focusing
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,70,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.095,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.095,68,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,88,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.095,85,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,82,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.09,62,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.094,74,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.094,66,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.087,65,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.149,77,16,"Positive. The sentence expresses a positive sentiment by mentioning the film being a ""sort"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.095,87,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,66,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.087,62,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,78,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.123,78,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.095,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.087,65,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.098,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.138,63,16,"The sentiment of the sentence ""the end result is a film that 's neither"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.099,67,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.088,59,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.098,75,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.099,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.088,65,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.088,62,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,70,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.147,91,16,"Sentiment: negative

The sentence expresses a negative sentiment. The reviewer criticizes"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.095,86,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.094,72,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.15,70,16,"To determine the sentiment of the sentence ""a broad, melodramatic estrogen opera"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,81,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.099,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.086,61,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.15,72,16,Positive. The sentence describes a fun and engaging experience that is enjoyable for all levels
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.098,86,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,78,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.103,73,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,79,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.148,90,16,The sentiment of the sentence is negative. The author is criticizing the speaker for using
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,66,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.099,84,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.087,65,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.101,74,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.095,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.099,74,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,86,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.1,96,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.099,86,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.088,63,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.148,69,16,The sentiment of the sentence is negative. The sentence describes a person who is trying
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.098,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.087,62,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.148,80,16,Positive. The sentence describes a movie with a pleasant enough romance with intellectual underp
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,68,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,83,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,87,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.123,74,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.147,86,16,"Positive. The sentence describes a film that combines elements of art, humor, and"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,73,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.148,83,16,"The sentiment of the sentence is negative. The use of words like ""evoc"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.088,57,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.108,81,4,Sentiment: negative
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.095,68,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.092,58,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,96,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.088,62,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.095,83,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.089,65,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.1,71,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.088,62,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.124,75,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,73,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,85,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.1,85,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,67,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.089,61,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.102,67,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.122,76,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,68,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.088,61,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.087,64,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.155,98,16,"Positive. The sentence describes something that is described as ""wild surreal"" and """
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.101,81,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,86,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.098,81,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.098,84,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,83,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.094,68,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,85,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,85,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.103,71,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.1,88,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.1,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,85,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.153,72,16,"The sentiment of the sentence ""a misogynistic piece of filth that attempts to"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.098,90,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,71,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,73,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.089,62,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.099,88,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.09,58,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.101,96,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.093,61,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.1,66,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,82,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,67,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.124,76,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.1,87,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.095,67,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.09,64,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.149,71,16,"The sentiment of the sentence is negative. The sentence contains negative words such as """
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.088,64,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.099,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.1,87,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.1,89,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.099,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.088,57,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,87,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.09,62,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.099,81,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.101,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.099,75,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.101,88,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.098,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.089,62,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.126,73,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,67,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,73,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,79,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.091,64,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.093,63,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,81,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.15,76,16,The sentiment of the sentence is negative. The sentence expresses a critical and negative opinion
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,89,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.1,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.099,89,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.151,79,16,The sentiment of the sentence is negative. The sentence describes a negative aspect of the
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.092,62,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,74,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,87,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.1,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.094,61,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,83,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.099,87,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.096,97,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.088,63,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.097,76,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.098,68,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.099,78,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.1,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.1,69,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.126,76,8,The sentiment of the sentence is negative.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.095,70,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.097,79,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.088,63,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.098,77,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.157,99,16,"Positive. The sentence expresses a positive sentiment about Kung Power, highlighting its ability"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.151,92,16,The sentiment of the sentence is negative. The sentence describes the x potion as having
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.151,74,16,"Positive. The sentence describes a movie that is described as ""breezy romantic"
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.1,74,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.098,80,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.15,80,16,Positive. The sentence describes a film that is based on a true story and features
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.101,66,2,Positive.
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,0,,,0.096,70,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.099,68,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.149,93,16,The sentiment of the sentence is negative. The author criticizes the movie for being
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,73,1,Positive
qwen-0.5b,Qwen2.5-Instruct,0.5,sst2,zero_shot,43,1,,,0.098,78,1,Positive
